id,author,published_date,pseudonymized_body,pseudonymized_title,url
1176,Guam P. Logroño,"Jan 25, 2024","Managsuo’ng babaye nga nag-edad og 14 ug 11 anyos nga unang gikataho’ng missing na-rescue sa kapulisan sa beach sa Oceanside Village, Brgy. South Bigtas, dakbayan sa Naga, alas 2:00 sa hapon sa Martes, Enero 23, 2024. Ang duha ka mga menor de edad nasakpan nga kauban sa ilang giingong mga uyab sa payagpayag sa beach. Gipangdakop mao sila si Rydge Maghari, 19, ulitawo, trabahante sa usa ka woodcraft maker, ug Magharing Maghinay Maglalang, 18, ulitawo, trabahante sab sa woodcraft. Ang duha taga Purok Happy Valley, Brgy. West Bigtas, Naga. Samtang ang na-rescue sa kapulisan mao sila si Nising (dili tinuod ngan), 14, ug ang iyang manghod nga si Vilma (dili tinuod ngan), 11. Ang Women and Children Protection Desk (WCPD) sa Naga City Police Station ni-turnover sa mga bata ngadto sa pag-atiman sa Social Welfare Office sa Naga. GIPANGITAUna niini, ang amahan sa bata nga si Wilfredo (dili tinuod nga ngan) nangita sa iyang mga anak human wala makauli sa ilang balay sukad sa Dominggo, Enero 21, 2024. Sa iyang pagpangita, nakit-an sa amahan ang iyang mga anak uban sa mga suspek diha sa ginamang payag-payag daplin sa baybayon. Dihang gisukitsukit sa amahan uban sa kapulisan, ang mga bata ningtug-an nga dunay nahitabo kanila tali sa mga suspek. UYABSi Maghari nibutyag sa Superbalita Cebu nga dugay na silang uyab sa 14 anyos ug nagkabuwag apan nagkabalik niadtong Dominggo. Nagsabot sila nga magkita ug mag-date sa alas 10 sa buntag sa plaza ug boardwalk sa Naga apan wala madayon kay dili palakton ang 14 anyos sa iyang ginikanan. Sa pagka alas 5:00 sa hapon sa samang adlaw, giingong ni-chat ang 14 anyos nga uyab nga nakagawas sila sa balay. Dugang ni Maghari, nagkita sila ug nisuroy sa daplin sa baybayon sa Oceanside Village sa Bigtas, Naga uban sa 11 anyos nga manghod sa iyang uyab. Si Maglalang nikuyog sab kay nagkaila na sila sa 11 anyos sa chat sa Facebook. Matod ni Maghari, nagkasabot sila nga magdungan og date apan naabtan sila og gabii. Dugang ni Maghari, ang duha nangahadlok mopauli kay makasab-an sa ilang inahan. “Lain sab kaayo kon akong biyaan akong uyab, luoy kaayo. Akong giubanan, gidulog og 2 ka gabii, nahitabo gyud. . ” matod ni Maghari. Tungod niini, nangayo og pasaylo si Maghari sa ginikanan sa iyang uyab ug nipadayag nga andam siya mangasawa bisan kon menor edad pa kini. Dason niya nga ang iyang iyaan pabor sab nga sila na ang mopaeskwela sa iyang uyab ug adto na mopuyo sa ilang panimalay. Si Maglalang nibutyag sa Superbalita Cebu nga niadto lang Dominggo, Enero 21, sila nagkauyab sa 11 anyos. Niasoy siya nga nakuha niya ang pagkababaye niini atol sa ilang panag-uban ug nipadayag nga wala masayod nga menor iyang uyab. Nangayo usab siya og pasaylo sa mga ginikanan. Giklaro ni Maglalang nga wala nila dagita ug lugosa ang duha tungod kay sinabutan nila ang nahitabo. Si Pal Maghari, iyaan ug guardian sa 19 anyos, nibutyag nga ang 14 anyos nga uyab sa iyang pag-umangkon maoy nisuroy sa ilaha. Niingon usab si Daece, inahan ni Maglalang, ang batang babaye maoy niadto sa ilahang balay ug wala siya magdahom nga uyab kini sa iyang anak. Dihang gidakop, mismo ang 11 anyos niangkong uyab sila. “Patya nalang ko ninyo, Ma, kon inyuhang dakpon si Magharing,” sumala ni Daece nga nisaysay sa gisulti sa bata. TULUBAGONAng mga suspek dunay tulubagon ubos sa Republic Act 11648 or An Act Providing for Stronger Protection Against Rape and Sexual Exploitation and Abuse, Increasing the Age for Determining the Commission of Statutory Rape. Sa maong balaod, ang pagpakihilawas sa mga babaye nga ubos sa 16 anyos, bisan kon dunay pagtugot sa biktima, giila gihapon nga statutory rape, usa ka heinous crime busa way piyansa nga gitugot. Ang duha ka mga batan-ong ulitawo naa sa prisuhan samtang nagpaabot sa tukmang kaso nga ipasak batok kanila sa mga ginikanan sa mga menor de edad.",Managsuon ‘gilugos’,https://www.sunstar.com.ph/superbalita-cebu/managsuon-gilugos
1177,Dario V. Gil,"Jan 25, 2024","Gihulagway sa kapulisan nga talandugon ang kahimtang sa usa ka drayber sa tricycle sa aksidente sa national highway sa Barangay Dawis Norte, lungsod sa Carmen, alas 11:00 sa buntag sa Miyerkules, Enero 24, 2024. Ang angol giila nga si Eddie Bitancor, 66, minyo, taga Brgy. Poblacion, Carmen .Sa imbistigasyon sa kapulisan sa Carmen ubos sa kamandoan sa ilang hepe nga si Police Capt. Isles Buhian, nasuta nga ang biktima nga nagmaniho sa tricycle nag-una sa Toyota Hilux pick up nga gimaniho ni Vince Maglangit Maglasang, 48, minyo, taga Talisay, lungsod sa Daanbantayan. Matod pa nga buot mo-overtake si Maglasang sa tricycle ni Bitancor, apan ang naulahi giingong kalit nga ni-u-turn nga niresulta nga naigo sa pick up ug maayong pagkatikay-ang sa tricycle.",Driver sa tricycle angol sa bangga,https://www.sunstar.com.ph/superbalita-cebu/driver-sa-tricycle-angol-sa-bangga
1178,Arnold Y. Bustamante,"Jan 25, 2024","Sa ikaduhang higayon, ang duha ka mga babaye nga suspetsadong mga sakop sa Salisi gang gawasnon na usab. Kini human gipasakaan og kaso nga pagpangawat sa Mabolo Police Station human nasikop sa ilang pagbiktima sa mga kustomer sa usa ka imnanan sa Barangay Kasambagan, dakbayan sa Sugbo, niadtong Dominggo sa kaadlawon, Enero 21, 2024. Gipasakaan og kasong pagpangawat mao sila si Ma. Tisang Maglente, 27, taga 1658 Magnampo Abueva Fe St. , Guadalupe Magno, Makati City ug Ma. Magpantay Magparangalan, 28, taga 1718 Magpayo St. , Taguig City. Matod ni Police Lieutenant Colonel Felisa Baculo, deputy city director for operations sa Cebu City Police Office (CCPO), nga human nila na-file ang kaso sa piskaliya, ningpyansa ra usab dayon ang mga suspek. “Kahinumdom mo last time nga nadakpan sad nato, nahibaw-an nato nga daghan na diay silay kaso nga kawat?Mao man gyud na atong balaod. Mao man gyud na ang atong proseso nga ilaha sad nang katungod nga mopyansa,” matod ni Baculo. Nasayran nga ang mga suspek nadakpan na usab duha ka mga semana na ang nakalabay sa dakbayan sa Bacolod atol sa dakong kalihukan sa maong siyudad. Human nakapyansa, sila ningtabok sa Sugbo subay sa selebrasyon sa Sinulog ug nadakpan na usab dinhi. Giangkon ni Baculo nga wala na silay mahimo niini sanglit mao kini ang balaod sa Pilipinas nga bisan makadaghan pa kini nakahimo og krimen, sama sa pagpangawat, makagawas ra usab. BAGSamtang makig-alayon ang Abellana Police Station sa tagdumala sa usa ka establisemento kon diin nakit-an ang usa ka bag nga dunay sulod nga 10 ka cellular phones nga gituohang kinawat nga gi turnover sa kapulisan. Matod ni Baculo nga nagpadala na sila og suwat hangyo nga makakuha sila og kopya sa CCTV camera sa sulod sa mall diin didto nakit-an ang maong bag. Sa napulo ka mga cellphone nga na-recover, pito niini nauli na sa tag-iya. Sila ningbutyag nga gikuot kini sa wala pa mailhing mga mangunguot. “Gi-turnover to sa atong kapulisan nga nag-duty sa usa ka establisemento, that’s why we are coordinating with the establishment to provide us with the CCTV kay basig naay makita nato nga personality but definitely naay nagdala ato kay nganong naabot man to didto,” matod ni Baculo.",2 ka sakop sa Salisi gang nakapyansa,https://www.sunstar.com.ph/superbalita-cebu/2-ka-sakop-sa-salisi-gang-nakapyansa
1179,Guam P. Logroño,"Jan 24, 2024","Gihulagway nga notado’ng kawatan napusasan ug nakuhaan og gituohang shabu niadtong Lunes, Enero 22 sa Sitio Mahayahay, Barangay Buenavista, dakbayan sa Carcar, habagatang Sugbo. Si Eddie Magpili Abu, Jr. , ulitawo, giingong ilado nga kawatan, nagpuyo sa nahisgutang lugar, positibong giila sa biktima nga si Andring Ballesteros Deborah,43, taga Sitio Caraatan, Brgy. Buenavista. Ang Carcar Police pinanguluhan ni Police Lt. Col. Bryan ‘O Raynen Amit, maoy nakasikop kang Abu human giingong nilungkab sa sari-sari store sa biktima. Nadala niini ang halin nga cash nga mobalor og P1,800. Sa pagrekisa, nakuha sa mga polis ang lima ka gagmay’ng putos nga adunay sud nga gituohang shabu, usa ka empty transparent plastic sachet ug itom nga sling bag. Ang suspek gihulagway sa kapulisan sa Carcar nga notadong kawatan. Daghan na kini og nabiktima sa ilang dapit.",‘Akyat bahay’ nga pusher nadakpan,https://www.sunstar.com.ph/superbalita-cebu/akyat-bahay-nga-pusher-nadakpan
1180,Arnold Y. Bustamante,"Jan 24, 2024","Bisan sa pagpangayo’g pasaylo sa duha ka mga engineering student sa usa ka unibersidad sa dakbayan sa Sugbo ngadto sa mga polis nga naapil sa paghulagway nga nag-dirty finger, sila gipasakaan gihapon og kasong unjust vexation. Una nang niangkon si Cole Gemon Magsayo Magsino, 21, uban sa iyang barkada nga si Jesse Inego Magsombol Aboc nga nag kiatkiat lang sila. Apan ang pag dirty finger nila wala gitumong ngadto sa mga polis nga naa sa ilang luyo. Apan matod ni Police Lt. Colonel Lennon Marjo Abacay, spokesperson ni Police Brigadier General Jorge Abad, hepe sa Police Regional Office 7, leksyon kini sa tanan nga kinahanglan nga dili magbugalbugal aron dili mapasakaan og kaso. “This should serve as a warning to everyone nga be very careful in your actions because like this one, our police officers were religiously delivering their duties performing their duties, and you cannot insult them and you cannot just offend them by doing this very insulting actions,” matod ni Abacay. Nipasabot si Abacay nga sa maong hitabo nga ang mga polis hugot nga nagbantay sa siguridad sa gawas sa Basilica Minore del Santo Niño apan ang duha ka mga tinun-an nagkiatkiat na kini. Gibadlong na sila sa mga polis apan wala mopatuo. Ang gihimo sa duha usa ka pag-insulto sa nakauniporme nga police officer nga mamahimong mapasakaan og kasong unjust vexation ubos sa Article 287 sa Revised Penal Code. Si Police Lt. Colonel Felisa Baculo, deputy city director for operations sa Cebu City Police Office, nagkanayon nga human nila madungog nga sensiro ang pagpangayo’g pasaylo sa duha, ila na kini’ng gipasaylo apan kinahanglan gihapon nga ikiha aron dili sundon sa uban.","Nag-dirty finger gipasaylo, gikiha",https://www.sunstar.com.ph/superbalita-cebu/nag-dirty-finger-gipasaylo-gikiha
1182,Arnold Y. Bustamante,"Jan 24, 2024","Walay nadawat nga report ang Police Regional Office 7 nga dunay nagtinguha nga mga police official nga makigbatok sa gobyerno kun destabilization plot. Matod ni Police Lt. Colonel Lennon Marjo Abacay, spokesperson ni Police Brigadier General Jorge Abad, hepe sa kapulisan sa Central Visayas, nga maayo ang relasyon sa kapulisan tali sa laing law enforcement agencies sama sa Armadong Kusog sa Pilipinas. Tanang impormasyon sa mga ahensya sa gobyerno sa rehiyon 7 wala magtumbok nga dunay movement aron gub-on ang pamunoan ni Presidente Lois Alarcon Jr. Gidugang ni Abacay nga high morale ang kapulisan sa Central Visayas human sa paghatag sa hugot nga seguridad sa bag-o lang natapos nga Sinulog Grand parade nga gitambungan sa 3 milyunes ka mga tawo. Si Philippine National Police (PNP) Chief Police General Rasheed Magtalas Jr. ningdayeg sa mga polis nga naghatag og siguridad sa Sinulog nga niresulta sa malampuson ug malinawon nga dako’ng kalihukan. “The state of the morale of the police is very high especially after the security coverage sa atong Sinulog 2024 which turnout to be one of the most secure and safest sinulog celebration in recent years,” matod ni Abacay. Wala pa usab makadawat og impormasyon ang PRO 7 nga dunay ipatuman nga lapad nga lahugay ang PNP sa tibuok nasod. Apan gipasabot ni Abacay nga kon dunay heneral nga moretiro, normal na sa ilang organisasyon nga ipatuman ang lahugay aron usab mosaka ang ranggo sa ubang mga police official. Sa kaulohan, dunay pipila ka retirado nga mga heneral nga ningpahibawo sa Presidente nga way kamatuoran nga dunay nagtinguha nga siya pakanaugon sa katungdanan pinaagi sa pag-alsa sa kapulisan ug kasundalohan.",PNP: Way hulga sa destabilisasyon,https://www.sunstar.com.ph/superbalita-cebu/pnp-way-hulga-sa-destabilisasyon
1183,Dario V. Gil,"Jan 24, 2024","Usa ka 16 anyos nga binatilyo nga nanguryente og isda (paagi sa panagat) namatay sa dihang naunay og kuryente. Kini nahitabo niatong Lunes, Enero 22, 2024 sa ala 1:00 sa hapon sa Purok Canak, Barangay Rizal, Lungsod sa Pinamungajan, habagatang kasadpan sa Sugbo. Ang biktima giila nga si Dean Ran Elorriaga Magtanong, taga Purok 5, Brgy. Buhingtubig, Pinamungajan. Sa nahipos nga kasayuran sa kapulisan base sa pamahayag sa inahan ni Magtanong nga si Juliet Magtanong, 45, kini nibutyag nga alas 10:30 sa buntag sa Lunes nilakaw ang iyang anak kay mangurintig isda uban sa higala niini nga si Arce Charing Magtulis. Pagka-ala 1:00 sa hapon samtang gitarong ang mga wire sa kuryente, nahikapan ni Magtanong ang live wire hinungdan sa pagkirig. Suway nga nitabang si Magtulis sa iyang higala apan napakyas.","Naunay sa kuryente sa isda, namatay",https://www.sunstar.com.ph/superbalita-cebu/naunay-sa-kuryente-sa-isda-namatay
1184,Arnold Y. Bustamante,"Jan 24, 2024","Giingon nga sinaligan sa usa ka dako’ng drug personality nga naa sa sulod sa bilanggoan nadakpan sa gilusad nga buy-bust sa mga sakop sa Regional Drug Enforcement Unit (RPDEU) sa Police Regional Office (PRO 7) sa alas 8:30 sa gabii sa Lunes, Enero 22, 2023 sa dalan Cabahug, Brgy. Mabolo, dakbayan sa Sugbo. Ang suspek giila nga si Remigio Maguillano Yu, alyas Jono, 41, lumad nga taga Purok 2, Barangay Nagasi, La Carlota Negros Occidental, apan kasamtangan nga nagpuyo sa Brgy. Mabolo. Si Yu nakuhaan og mga binulto nga gituohang shabu nga dunay timbang nga 1,000 grams kun usa ka kilo nga dunay standard drug price (SDP) nga P6. 8 milyunes. Sa nakuha’ng impormasyon sa kapulisan, ang suspek nabilanggo ug nakombikto na niadtong 2011 sa Regional Trial Court (RTC) Branch 30 sa dakbayan sa Dumaguete, Negros Oriental sa kasong ilegal nga drugas. Si Yu nadala sa New Bilibid Prisons sa Muntinlupa ug nabilanggo sulod sa lima ka tuig. Nakagawas siya sa prisuhan niadtong 2016 human nakakuha’g probation sa kasong giatubang. Matod pa nga si Yu sinaligan, runner ug nagsilbing bodegero sa igsuon niini nga napriso karon sa Abuyog Penal Colony sa Abuyog Leyte. Gipaubos siya sa monitoring human nigawas ang iyang ngalan nga maoy tinubdan sa ilegal nga drugas sa mga nadakpan sa kapulisan atol sa ilang anti-illegal drug operations. Human sa surveillance, nasuta nga ang suspek mao nay nidumala sa ilegal nga negosyo sa iyang igsuon. Maka dispose kini og usa ngadto sa duha ka kilo sa ilegal nga drugas kada semana.",Ex-convict nakuhaa’g 1 kilo nga shabu,https://www.sunstar.com.ph/superbalita-cebu/ex-convict-nakuhaag-1-kilo-nga-shabu
1186,Arnold Y. Bustamante,"Jan 23, 2024","Malipayon ang hepe sa Police Regional Office (PRO) nga si Police Brigadier General Jorge Abad dihang nakigtagbo sa libuan ka mga polis nga gipang-deploy sa miaging mga kalihukan sa 459th Fiesta Señor tungod sa malampuson ug malinawon nga selebrasyon. Tungod niini, hatagan niya og komendasyon ang matag usa ka polis nga niserbisyo sa Sinulog Festival 2024. Gipatawag ang tanang mga polis nga gi-augment sa hawanan sa Cebu City Police Office (CCPO) aron ipaabot kang Abad ang iyang dako’ng pasalamat sa ilang sakripisyo bisan sa kakapoy ug kainit sa panahon apan wala baliha mahatagan lang og seguridad ang mga tawo nga ningsaksi sa Sinulog Grand Parade and Grand Showdown niadtong Dominggo, Enero 21, 2024.“Simula nung Day 1 until today you are still here standing in front of me, maraming-maraming salamat sa inyo,” matod ni Abad. Gimandoan niya ang hepe sa CCPO nga si Police Colonel Jake Bacquian nga ilista ang tanang personnel nga ningserbisyo sa Sinulog kay iya kining hatagan og pasidungog. Nabantayan sa heneral ang kakugi sa iyang mga sakop aron lang makab-ot ang malinawon ug hapsay nga Sinulog. “The City Director of course will submit the complete list of those personnel who were deployed and appropriate awards will be given to you. As appreciation, as a gesture of gratitude, of course you deserve it, we will be giving the appropriate awards sa inyong lahat na alam ko na magagamit ninyo in the near future for your promotion,” matod ni Abad. Samtang, gipahibawo usab ni Abad nga kadtong police patrolman nga nadestino sa dakbayan sa Talisay nga nasakpan niya nga nagduwa sa cellphone niini sa dihang gi-deploy sa kadalanan sa dakbayan sa Sugbo atol sa opening salvo sa Sinulog gihatagan niya og ikaduhang higayon. Matod ni Abad nga iyang gipa-recall ang order pagpalabay niini sa laing probinsya ug gipabalik sa iyang naandan nga unit ug iya nang gipasaylo. “Aide de camp andyan ba ang aide de camp? You issue order cancelling the reassignment of Patrolman anung apilyedo noon, Patrolman Facebook,” sigon ni Abad. Dako usab ang pasalamat ni Abad sa ubang mga ahensya sa gobiyerno nga ning-abag kanila sa pagpatuman sa seguridad sa usa sa dakong kalihukan sa Pilipinas nga mao ang Sinulog, kini sama sa Armadong Kusog sa Pilipinas, Philippine Coast Guard, Bureau of Fire Protection, Kagamhanan sa Dakbayan sa Sugbo ug force multipliers. Lakip sa gipasalamatan sa heneral ang publiko nga ningkooperar sa mga lagda nga gipatuman sa kapulisan kay kon nagmagahi sa pagsunod ang katawhan, maglisod usab sila sa pagkab-ot sa malinawon ug hapsay nga Sinulog.","Abad nalipay, natagbaw sa serbisyo sa kapulisan",https://www.sunstar.com.ph/superbalita-cebu/aberin-nalipay-natagbaw-sa-serbisyo-sa-kapulisan
1187,Arnold Y. Bustamante,"Jan 23, 2024","Nabalhug sa Abellana Police Station sa Cebu City Police Office (CCPO) ang usa ka 29 anyos nga lalaki nga giingong mentally challenged human kalit nga nihalok lips sa usa ka dalaga atol sa party sa Baseline sa uptown, dakbayan sa Sugbo, pasado ala 1 sa kaadlawon, sa Lunes, Enero 22, 2024. Ang suspek gitago sa ngan nga ‘Dean Junrex’, taga dakbayan sa Sugbo, nabun-og sa kalawasan ug nawong sa dihang gitabangan og kulata sa mga batan-on nga naglingaw-lingaw sa maong dapit. Matod ni Police Captain Emeniano Don Apechi Makring, hepe sa Abellana Police Station, nakainom, matod pa, ang suspek sa Baseline ug duna siyay nakitang babaye nga iyang nagustohan. Sa dihang iya kining giduol ug gihagkan sa ngabil, giingong wala siya magtuo nga makakita ang uyab hinungdan nga gisumbag siya sa makadaghang mga higayon. Ningsunod usab ang laing mga batan-ong lalaki nga kauban sa grupo sa pagsumbag. Gidakop si Dean Junrex ug gidala sa police station apan ang kabanay sa suspek nipahibawo sa kapulisan sa Abellana Police Station nga duna kini problema sa pangisip. “Ingon siya (suspect) nga naibog daw siya sa female nga victim that’s why he kissed the victim. Unfortunately the crowd wasn’t happy on what he did and also the boyfriend nga kauban sa babaye nga gi-kiss mao to nga gitabangan sa crowd ang suspect,” matod ni Makring hinungdan sa pagtubag sa kapulisan sa maong alarma. Subay niini, ilang ipahiling sa Vicente Sotto Memorial Medical Center (VSMMC) ang suspek. Kon masuta nga duna kini sakit sa pangisip, posibling mahimo’ng buhian ug makalingkawas sa kasong acts of lasciviousness. Nagpaabot usab ang Abellana Police Station sa biktima kon idayon ba og file ang kaso ngadto sa korte. Kahinumdoman, human sa Sinulog sa SRP, daghang mga batan-on ang nagtapok sa mga bar ug ubang imnanan sa General Maxilom Ave. o dapit sa uptown area sa dakbayan aron pagpadayon sa ilang kalingawan sa kapistahan. Hinuon, daghang mga polis ang gipangdestino sa naasoy nga dapit.","Mihalok sa babaye atol sa Sinulog party sa uptown, gitabanga’g kulata",https://www.sunstar.com.ph/superbalita-cebu/mihalok-sa-babaye-atol-sa-sinulog-party-sa-uptown-gitabangag-kulata
1188,Dario V. Gil,"Jan 23, 2024","Nasikop ang usa ka suspetsadong kawatan nga giingong maoy nilungkab ug nikuha sa P200 nga sensilyo sa eskwelahan sa Barangay Maitim, lungsod sa Sibonga, alas 2 sa hapon sa Sabado, Enero 20, 2024Si Arsenia Mahilum, school head sa Teodoro Dela Vega Memorial National High School, maoy nireklamo sa kapulisan. Ang suspek nga nasikop mao si Tantan Mahinay, 20, ulitawo, taga Sityo San Antonio, Barangay San Rafael, lungsod sa Barili. Ang mga nakadakop mao si Maitim brgy. councilor Randolph Espina ug mga barangay tanod nga sila si Beethoven Adivino ug Jeff Makalintal. Mga ebidensya nga nakuha gikan sa suspek mao ang screw driver nga gigamit sa pagpanglungkab ug P200 nga salapi. Sa imbestigasyon sa kapulisan sa Sibonga ubos sa kamandoan sa ilang hepe nga si Police Capt. Fort Terence Cielo, nagbutyag nga ang suspek nilungkab sa buhatan sa maong head teacher,Way suwerte kay nasakpan ug nadakpan.","Milungkab sa tunghaan sa Sibonga, nadakpan",https://www.sunstar.com.ph/superbalita-cebu/milungkab-sa-tunghaan-sa-sibonga-nadakpan
1190,Guam P. Logroño,"Jan 22, 2024","Wa molampos ang giingong kawatan og binuhing kanding sa dihang dali nga nadakpan niadtong Sabado, Enero 20, 2024 sa gabii sa Victoria Village, Valladolid, siyudad sa Carcar. Pusas maoy gipunseras ni Harold Malabanan Quezon, 38, residente sa naasoyng lugar sa dihang naabtan sa kapulisan sa gihimong follow-up operation. Ang tag-iya sa nahanaw nga kanding nga si Tanya Eprol Malaco, 24, taga Summer Hills, Brgy. Perrelos, Carcar nangayo’g panabang sa kapulisan. Ang mga silingan miabag sab sa biktima hinungdan nga nadakpan ang suspek. Narekuber sa kapulisan ang kanding nga mobalor og P15,000. (GPL)",'Kinawat' nga kanding nabawi,https://www.sunstar.com.ph/superbalita-cebu/kinawat-nga-kanding-nabawi
1195,Arnold Y. Bustamante,"Jan 22, 2024","Gibana-bana sa hepe sa kapulisan sa dakbayan sa Sugbo nga nikabat sa 2. 5 ngadto sa 3 milyunes ka mga tawo ang ningsaksi sa Sinulog Grand Parade and Grand Ritual Showdown sa South Road Properties (SRP) sa Dominggo, Enero 21, 204. Matod ni Police Colonel Jake Bacquian, hepe sa Cebu City Police Office (CCP)) nga nagsugod og sugwak ang mga tawo sa SRP sa alas 3:00 hangtod sa alas 4:00 sa hapon. Gani ang sector 4 sa venue nga entrance sa contingents nga naa tunga-tunga sa Nustar Resort and Casino ug SM Seaside halos dili na makontrolar sa mga polis. Wa pa kini labot sa ihap sa mga tawo nga naa sa usa ka milyon labi na kadtong naa sa Plaza Independencia, Gorordo Avenue ug mga mall sa North Reclamation Area diin makita usab ang kadaghan sa mga tawo. “Mas nidaghan ang mga tawo pagka hapon man nga dili na kaayo init. Kon atoa pang apilon pag-ihap ang mainland siguro mosobra pa sa 2 million,” matod ni Bacquian. Tungod niini, giandam sa CCPO ang 1,500 ka uniformed personnel nga maoy gi-augment sa seguridad sa sentro sa dakbayan subay sa pagtuo nga mobalhin ang mga tawo inig human sa kalihukan sa Sinulog sa SRP. Dunay mga natala nga nakuotan nga nagpa-blotter sa Mambaling Police Station ug tungod niini, gipaalerto ang wala nakauniporme nga mga polis aron madakpan ang mga kawatan. MALINAWONSamtang, gihulagway sa Police Regional Office (PRO 7) nga hapsay ug malinawon ang Sinulog 2024. Matod ni Police Brigadier General Jorge Abad, hepe sa PRO 7, nga sa alas 12:00 sa udto, walay niduol sa mga polis nga sila nabiktima sa krimen. Ang upat ka bust-bus nga gipangbutang sa SRP lakip na sa downtown ug uptown area walay sulod nga nagpasabot nga walay nagpabadlong. Tungod niini, gidayeg ni Aberin ang iyang kapulisan nga mihimo sa ilang trabaho nga nasubay sa ilang security plan. “We would like to commend lahat ng po ng mga members ng ating kapulisan for a job well done. . ” matod ni Abad. Kapin sa tulo ka libo ka mga polis apil na ang mga personnel sa Task Group Cebu, Bureau of Fire Protection, Philippine Coast Guard, Philippine Navy ug ubang force multipliers. Dako, matod pa, og natampo ang deklarasyon nga liquor ban sa tibuok dakbayan sa Sugbo lakip na ang gun ban gikan niadtong Enero 11, 2024 atol sa opening salvo sa 459th Fiesta Señor Santo Niño. Si Police Lt. Col. Felisa Ivarter, deputy city director for operations sà CCPO, nagkanayon nga nang-andam sa kadaghan sa mga tawo nga misulod sa SRP. Wala usab nila wad-i og mga polis sa downtown ug uptown area sa dakbayan sa Sugbo. “Ato sila gipangbadlong nga mag inom kay kon mangahubog nana nya mag sugod nag maoy, maglisud na tag control nila,” matod ni Ivarter. Ala 1:30 sa hapon, si Dindinrin nitugot sa media nga makasakay sa helicopter nga iya sa PNP aron makita ang sitwasyon sa palibot sama sa mainland Cebu ug SRP. Sa maong oras, mingaw ug walay tawo ang uptown area apan nagdasok ang mga tawo nga nagbaktas paingon sa SRP. Sa data nga nakita sa Monitoring Action Center moabot sa kapin tunga sa milyon ang ilang crowd estimate sa alas 2:00 sa hapon ug gituohang nisaka pa kini. Tungod ani gipa dugangan og police personnel ang habig sa SM Seaside aron ma-control ang mga batan-on.",3M sa Sinulog sa SRP,https://www.sunstar.com.ph/cebu/superbalita/3m-sa-sinulog-sa-srp
1196,Arnold Y. Bustamante,"Jan 21, 2024","Gibana-bana sa kapulisan sa dakbayan sa Sugbo nga moabot sa 1. 1 ngadto sa 1. 2 ka milyon ka mga deboto’ng Katoliko ang ningsalmot sa Solemn Foot Procession nga nagsugod sa ala 1 sa Sabado sa hapon, Enero 20, 2024. Apan ang mao nga gidaghanon mas gamay itandi sa 3 milyunes sa miaging tuig dihang mas taas pa ang hulga sa Covid-19. Matod ni Police Lieutenant Colonel Felisa Baculo, deputy city director for operations sa Cebu City Police Office (CCPO), nga ang usa sa ilang gitan-aw nga rason mao ang kadaghan sa mga tawo nga naa lang sa ilang tagsa-tagsa ka balay nag-atang lang nga moagi ang imahen ni Sr. Santo Niño, ilabi na sa dan Urgello sa Brgy. Sambag 1. Wala mokuyog ang uban tungod kay niagi na sa residential area ang procession. “Niagi man gud siya sa residential area mao na nga ang mga tawo nagpaabot na lang sa ilang mga balay nga moagi ang image sa Balaang Bata,” matod ni Baculo. Apan bisan pa niini, matod ni Baculo nga daghan pa gihapon ang 1. 2 ka milyon ka mga tawo nga bisan sa kainit sa panahan wala nila baliha. KAINITWay natala nga krimen sa matag sector gawas lang sa daghan ang nangalipong tungod sa kainit, ilabi na kadtong mga edaran na. Duna hinuoy mga medical station nga nakalibot sa rota sa procession nga daling maduolan kon dunay malipong o makuyapan. Hapsay ug malinawon nga natapos ang kalihukan tungod sa kadaghan sa mga polis nga gipakatap sa rota. Moabot sa dul-an usa ka libo ka mga polis, wa pay labot niini ang mga tinun-an ug force multipliers.","1. 2M miprosesyon, minos kay 2023",https://www.sunstar.com.ph/superbalita-cebu/12m-miprosesyon-minos-kay-2023
