title,context,question,answer,article_id,qa_id
Police escorts ni VP Arile gi-recall sa Camp Crame,"“Kinausap namin ang PSPG natin ‘yung chief of staff ng ating VP na ‘yung mga tao kasi marami na sila. Mostly, that’s a part ito ng military kasi PSG (Presidential Security Group) ang nagbabantay sa president at more of military",Kinsa ang nag-assist sa pag-atiman sa pagka daghan sa personnel alang sa VP?,chief of staff ng ating VP,339,4o-00339-006
Police escorts ni VP Arile gi-recall sa Camp Crame,"Una nang ni-resign si Bustamante isip secretary sa Department of Education (DepEd), ingon man pagka vice chairperson sa National Task Force to End Local Communist Armed Conflict",Unsa ang mga posisyon nga gi-resign ni Bustamante?,secretary sa Department of Education (DepEd) ug vice chairperson sa National Task Force to End Local Communist Armed Conflict,339,4o-00339-007
Police escorts ni VP Arile gi-recall sa Camp Crame,“Hindi po namin nirelieve. We asked them na puwede namin ilipat. So nilipat namin na kailangan na kailangan sa NCR,Asa gipangita ang PSPG personnel nga gipang-reassign?,NCR,339,4o-00339-008
Police escorts ni VP Arile gi-recall sa Camp Crame,Matod niya nga dul-an sa 300 ka PSPG personnel ang na-recall gikan sa ilang security escort deployment,Unsa ang girelieve gikan sa security escort deployment?,PSPG personnel,339,4o-00339-009
Police escorts ni VP Arile gi-recall sa Camp Crame,"Sa usa ka pamahayag, si Bustamante niingon nga ang Office of the Chief PNP nipagawas niadtong Hulyo 22 og kamandoan nga nagtangtang sa tanang 75 ka mga sakop sa PNP Police and Security Group nga gi-deploy isip iyang security personnel",Kanus-a gipagawas ang kamandoan nga nagtangtang sa mga sakop sa PNP Police and Security Group?,Hulyo 22,339,4o-00339-010
Police escorts ni VP Arile gi-recall sa Camp Crame,"“I do hope, however, that with this latest directive of the Chief PNP, we hear less cries from the people regarding the proliferation of drugs in the country",Unsa ang gipanghinaot ni Bustamante nga mawala pirmi?,mas daghan pang pag-iyak gikan sa mga tawo regarding the proliferation of drugs,339,4o-00339-011
Police escorts ni VP Arile gi-recall sa Camp Crame,"Kinausap namin ang PSPG natin ‘yung chief of staff ng ating VP na ‘yung mga tao kasi marami na sila. Mostly, that’s a part ito ng military kasi PSG (Presidential Security Group) ang nagbabantay sa president at more of military",Kinsa ang nagbantay sa president?,PSG (Presidential Security Group),339,4o-00339-012
Police escorts ni VP Arile gi-recall sa Camp Crame,"Una nang ni-resign si Bustamante isip secretary sa Department of Education (DepEd), ingon man pagka vice chairperson sa National Task Force to End Local Communist Armed Conflict",Unsa ang buhatan nga gihulugan ni Bustamante una pa niresign?,Department of Education (DepEd),339,4o-00339-013
Police escorts ni VP Arile gi-recall sa Camp Crame,Nidumili usab siya sa pagtambong sa bag-o lang natapos nga State of the Nation Address ni Presidente Lois Alarcon Jr. o pagtan-aw niini sa telebisyon o ubang mga tinubdan,Kinsa ang nidumili sa pagtambong sa State of the Nation Address?,Bustamante,339,4o-00339-014
Police escorts ni VP Arile gi-recall sa Camp Crame,Nidumili usab siya sa pagtambong sa bag-o lang natapos nga State of the Nation Address ni Presidente Lois Alarcon Jr. o pagtan-aw niini sa telebisyon o ubang mga tinubdan,Kinsang Presidente ang nidumili si Bustamante sa Address niini?,Presidente Lois Alarcon Jr,339,4o-00339-015
Police escorts ni VP Arile gi-recall sa Camp Crame,"Agig tubag, si PNP Chief General Makmak Aida niingon nga ang relief order dili lang sa mga gi-deploy isip security personnel ni Bustamante kondili lakip na sa uban pa nilang mga protectee sa tinguha nga mapakusog ang deployment sa kapulisan sa kadalanan",Unsang grupo ang naglingi og relief order alang sa deployment sa kapulisan?,PNP,339,4o-00339-016
Police escorts ni VP Arile gi-recall sa Camp Crame,Daghang mga protectee sa tinguha nga mapakusog ang deployment sa kapulisan sa kadalanan,Asa gibutang ang mga protectee aron mapakusog ang police deployment?,deployment sa kapulisan sa kadalanan,339,4o-00339-017
Police escorts ni VP Arile gi-recall sa Camp Crame,"“Tuloy-tuloy pa rin ang ating trabaho upang makapaghatid tayo ng serbisyo sa ating mga kababayan — lalong-lalo na sa mga liblib o underserved communities sa ating bansa,” matod niya",Hain sa mga lugar gipahinungod ni Bustamante ang pagpadayon sa trabaho?,sa mga liblib o underserved communities,339,4o-00339-018
Police escorts ni VP Arile gi-recall sa Camp Crame,"Sa usa ka pamahayag, si Bustamante niingon nga ang Office of the Chief PNP nipagawas niadtong Hulyo 22 og kamandoan nga nagtangtang sa tanang 75 ka mga sakop sa PNP Police and Security Group nga gi-deploy isip iyang security personnel",Kinsang opisina ang nagpagawas og kamandoan sa pag-recall sa security personnel?,Office of the Chief PNP,339,4o-00339-019
Police escorts ni VP Arile gi-recall sa Camp Crame,"Kinausap namin ang PSPG natin ‘yung chief of staff ng ating VP na ‘yung mga tao kasi marami na sila. Mostly, that’s a part ito ng military kasi PSG (Presidential Security Group) ang nagbabantay sa president at more of military",Unsa ang naapil sa military nga nagbantay sa president?,PSG (Presidential Security Group),339,4o-00339-020
Police escorts ni VP Arile gi-recall sa Camp Crame,"“Tuloy-tuloy pa rin ang ating trabaho upang makapaghatid tayo ng serbisyo sa ating mga kababayan — lalong-lalo na sa mga liblib o underserved communities sa ating bansa,” matod niya",Unsa ang tuyo ni Bustamante sa pagpadayon sa iyang trabaho?,makapaghatid tayo ng serbisyo sa ating mga kababayan,339,4o-00339-021
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Mokabat sa 40,000 ka mga trabahanteng Pinoy ang mangawad-an og trabaho tungod sa mando ni Presidente Lois Alarcon Jr. nga i-ban ang Philippine Offshore Gaming Operators (Pogo) sa nasod",Pilay mawad-an og trabaho nga trabahanteng Pinoy tungod sa pag-ban sa Pogo?,"40,000 ka mga trabahanteng Pinoy",340,4o-00340-001
40K mawad-an og trabaho pag ban sa Pogo sa nasod,tungod sa mando ni Presidente Lois Alarcon Jr. nga i-ban ang Philippine Offshore Gaming Operators (Pogo) sa nasod,Kinsa ang presidente nga nagsugo sa pag-ban sa Pogo?,Presidente Lois Alarcon Jr,340,4o-00340-002
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Sa interbyo sa Martes, Hulyo 23, 2024, si Philippine Amusement and Gaming Corporation (Pagcor) chairman ug CEO Toper Calugas niingon nga ang mando sa Presidente nagpasabot usab og P7 bilyunes nga kita sa ahensya nga mawala",Kinsa ang nag-ingon nga mawagtang ang P7 bilyunes nga kita sa Pagcor?,Toper Calugas,340,4o-00340-003
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Kinsa ang nag-ingon nga mawagtang ang P7 bilyunes nga kita sa Pagcor?,Unsang kompanya ang mawagtangan og P7 bilyunes tungod sa mando sa presidente?,Philippine Amusement and Gaming Corporation (Pagcor),340,4o-00340-004
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Apan matod niya nga ilang tumanon ang kamandoan ni Alarcon nga hunongon ang tanang mga operasyon sa Pogo sa nasod sa katapusan sa tuig,Kanus-a hunongon ang tanang operasyon sa Pogo sa nasod?,sa katapusan sa tuig,340,4o-00340-005
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Ang Department of Labor and Employment (DOLE) nga mangita’g bag-ong trabaho alang sa mga trabahanteng Pinoy nga maapektuhan sa iyang kamandoan,Asa man gi-mando nga mangita og bag-ong trabaho para sa mga maapektuhan nga trabahanteng Pinoy?,Department of Labor and Employment (DOLE),340,4o-00340-006
40K mawad-an og trabaho pag ban sa Pogo sa nasod,si Philippine Amusement and Gaming Corporation (Pagcor) chairman ug CEO Toper Calugas niingon nga ang mando sa Presidente nagpasabot usab og P7 bilyunes nga kita sa ahensya nga mawala,Unsa ang epekto sa mando sa presidente sa kita sa Pagcor?,P7 bilyunes nga kita sa ahensya nga mawala,340,4o-00340-007
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Sa iyang ikatulo nga State of the Nation Address (Sona) niadtong Lunes, Hulyo 22, 2024, gipahibalo ni Alarcon ang total nga pagdili sa Pogo sa nasod, nga gikonsiderar ang mga ilegal nga kalihukan nga nagtakuban sa Pogo",Unsay gipahibalo ni Alarcon sa iyang ikatulo nga State of the Nation Address?,ang total nga pagdili sa Pogo sa nasod,340,4o-00340-008
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"sama sa human trafficking, kidnapping, physical ug sekswal nga pag-abuso ug bisan pagpatay",Unsa man ang mga ilegal nga kalihukan nga nagtakuban sa Pogo?,"human trafficking, kidnapping, physical ug sekswal nga pag-abuso ug bisan pagpatay",340,4o-00340-009
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Gimanduan niya ang Department of Labor and Employment (DOLE) nga mangita’g bag-ong trabaho alang sa mga trabahanteng Pinoy nga maapektuhan sa iyang kamandoan,Unsa man ang gi-mando ni Alarcon sa DOLE?,mangita’g bag-ong trabaho alang sa mga trabahanteng Pinoy nga maapektuhan,340,4o-00340-010
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Sa iyang ikatulo nga State of the Nation Address (Sona) niadtong Lunes, Hulyo 22, 2024, gipahibalo ni Alarcon ang total nga pagdili sa Pogo sa nasod",Kanus-a gipahibalo ni Alarcon ang pagdili sa Pogo sa nasod?,"Hulyo 22, 2024",340,4o-00340-011
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Si Calugas niingon nga sa pagkakaron, adunay 43 ka mga legal nga Internet Gaming Licensees (kanhi nailhan nga Pogo) sa nasod",Pila ang mga legal nga Internet Gaming Licensees sa nasod karon?,43 ka mga legal nga Internet Gaming Licensees,340,4o-00340-012
40K mawad-an og trabaho pag ban sa Pogo sa nasod,ang mando sa Presidente nagpasabot usab og P7 bilyunes nga kita sa ahensya nga mawala,Pila ka bilyones sa kita ang mawala sa Pagcor tungod sa mando ni Alarcon?,P7 bilyunes,340,4o-00340-013
40K mawad-an og trabaho pag ban sa Pogo sa nasod,kanhi nailhan nga Pogo sa nasod,Unsa ang kanhi nailhan nga Internet Gaming Licensees sa nasod?,Pogo,340,4o-00340-014
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Apan matod niya nga ilang tumanon ang kamandoan ni Alarcon nga hunongon ang tanang mga operasyon sa Pogo sa nasod sa katapusan sa tuig,Kinsa ang namandoan sa Pagcor nga tumanon ang hunong sa operasyon sa Pogo?,Alarcon,340,4o-00340-015
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Talagang masusing pag-aaral ang dapat gawin ng Pagcor dahil hindi ganun kasimple ito pero utos na ito ng pangulo at bilang utos ng pangulo, gagawan natin ng paraan yung kanyang timeline na katapusan ng taon",Kinsay nag-ingon nga dili simpleng lakang apan utos sa pangulo ang pagtuman sa pagbawal sa Pogo?,Pagcor,340,4o-00340-016
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"Mokabat sa 40,000 ka mga trabahanteng Pinoy ang mangawad-an og trabaho tungod sa mando ni Presidente Lois Alarcon Jr. nga i-ban ang Philippine Offshore Gaming Operators (Pogo) sa nasod",Unsa ang nagresulta sa pagdili ni Alarcon sa Pogo sa nasod?,"40,000 ka mga trabahanteng Pinoy ang mangawad-an og trabaho",340,4o-00340-017
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Gimanduan niya ang Department of Labor and Employment (DOLE) nga mangita’g bag-ong trabaho alang sa mga trabahanteng Pinoy nga maapektuhan sa iyang kamandoan,Kinsa ang gimanduan sa Alarcon nga mangita og solusyon alang sa mga mawad-an trabahante?,Department of Labor and Employment (DOLE),340,4o-00340-018
40K mawad-an og trabaho pag ban sa Pogo sa nasod,"gipahibalo ni Alarcon ang total nga pagdili sa Pogo sa nasod, nga gikonsiderar ang mga ilegal nga kalihukan nga nagtakuban sa Pogo",Nga nung ipahibalo ni Alarcon ang total nga pagdili sa Pogo sa nasod?,gikonsiderar ang mga ilegal nga kalihukan nga nagtakuban sa Pogo,340,4o-00340-019
40K mawad-an og trabaho pag ban sa Pogo sa nasod,Gimanduan niya ang Department of Labor and Employment (DOLE) nga mangita’g bag-ong trabaho alang sa mga trabahanteng Pinoy nga maapektuhan sa iyang kamandoan,Kinsa ang mga maapektuhan sa kamandoan ni Alarcon nga gipaduol sa DOLE?,mga trabahanteng Pinoy,340,4o-00340-020
"Na-scam sa peke nga Aesthetician, gipadakop",Nagpa-ila nga aesthetician gidakop sa National Bureau of Investigation (NBI 7) human gireklamo sa iyang kustomer sa palpak niining procedure,Kinsa ang nadakop sa National Bureau of Investigation?,aesthetician,341,4o-00341-001
"Na-scam sa peke nga Aesthetician, gipadakop","Nasikop sa NBI-7 ang usa ka 33-anyos nga babaye nga nagpailang lisensiyadong aesthetician nga naila nga si Ann Abueva Bercero Calundo, taga Brgy. Puerto, Dakbayan sa Cagayan De Oro",Unsa ang edad sa babaye nga nadakpan?,33-anyos,341,4o-00341-002
"Na-scam sa peke nga Aesthetician, gipadakop",Si Calundo gireklamo sa iyang kliyente ngadto sa buhatan sa NBI 7 tungod sa giingong palpak nga procedure nga gihimo human nakaangkon og infection sa gipahigayon nga under eye filler ug jawtox services niini,Unsa ang reklamo batok ni Calundo gikan sa iyang kliyente?,palpak nga procedure nga gihimo human nakaangkon og infection,341,4o-00341-003
"Na-scam sa peke nga Aesthetician, gipadakop",Nasayran nga naila-ila sa biktima ang suspek sa social media diin gi-advertise ug gi-promote ang mga beauty ug aesthetics services sa barato nga kantidad,Giunsa naila-ila sa biktima ang suspek?,sa social media,341,4o-00341-004
"Na-scam sa peke nga Aesthetician, gipadakop","Matod ni Atty. Balagulan Calunod, NBI agent-on-case nga ang suspek nagpaila nga lisensyadong doktor ug nakahuman sa insaktong training ug pagtuon",Kinsa ang nagpaila nga lisensyadong doktor ang suspek?,Atty. Balagulan Calunod,341,4o-00341-005
"Na-scam sa peke nga Aesthetician, gipadakop","Tungod kay ang biktima gusto nga magpatangtang sa iyang eyebags, giingong na-engganyo siya ug nisugot nga himuon ang under eye filler ug jawtox procedure sa kantidad nga P3,000",Pila ang nagasto sa biktima sa under eye filler ug jawtox procedure?,"P3,000",341,4o-00341-006
"Na-scam sa peke nga Aesthetician, gipadakop","Ang procedure gipahigayon niadtong Abril 15, 2024 sulod sa usa ka hotel sa Sugbo diin nag check-in ang suspek",Kanus-a gipahigayon ang procedure nga gihimo sulod sa hotel sa Sugbo?,"Abril 15, 2024",341,4o-00341-007
"Na-scam sa peke nga Aesthetician, gipadakop","allegedly way back gi-injectan siya sa subject og something sa iyang eyebags to treat, ang eyebags daw and then weeks after nag swell baga kayo iyang eyebags, naghubag unya nagpa-inject sad siya sa iyang jaw line",Unsa ang nahitabo sa eyebags sa biktima human gi-injectan siya?,"nag swell baga kayo iyang eyebags, naghubag",341,4o-00341-008
"Na-scam sa peke nga Aesthetician, gipadakop","Apan ang pagpa-gwapa, niresulta na hinuon sa paghubag ug impeksyon sa iyang mga mata. Hinungdan nga iyang gipahibawo si Calundo apan imbis nga tabangan, giingong gi-block pa siya sa suspek sa social media",Unsa ang gihimo ni Calundo sa biktima imbis nga tabangan siya?,gi-block pa siya sa suspek sa social media,341,4o-00341-009
"Na-scam sa peke nga Aesthetician, gipadakop",nagpakonsulta ang biktima sa duha ka mga doktor ug gitambagan nga gikinahanglan nga tangtangon ang fillers nga gitusok sa iyang eye skin nga posibleng naka ingon sa paghubag,Unsa ang tambag sa mga doktor sa biktima?,tangtangon ang fillers,341,4o-00341-010
"Na-scam sa peke nga Aesthetician, gipadakop","Sa Hulyo 17, 2024 nakontak pag-usab sa biktima ang suspek diin nasayran nga mobiyahe kini sa Sugbo aron matarong ang iyang reklamo apan kinahanglan nga mobayad lang og gamay nga kantidad",Kanus-a nakontak pag-usab sa biktima ang suspek?,"Hulyo 17, 2024",341,4o-00341-011
"Na-scam sa peke nga Aesthetician, gipadakop","Hulyo 19, 2024 usa ka entrapment operation ang gilusad sa NBI-CEVRO aron mahunong ang giingong ilegal nga kalihukan sa suspek sud sa usa sa mga hotel sa Brgy. Lahug, Dakbayan sa Sugbo",Kanus-a gilusad ang entrapment operation sa NBI-CEVRO?,"Hulyo 19, 2024",341,4o-00341-012
"Na-scam sa peke nga Aesthetician, gipadakop","Si Calundo naabtan pa nga nag-inject og substance sa biktima ug nakuha kaniya ang pipila ka mga vial sa nagkalainlaing mga tambal. Lakip na ang mga ginamit ug wala magamit nga syringe, ug surgical gloves nga gisulod sa usa ka kahon",Unsa ang mga kagamitan nga nakuha gikan kang Calundo?,"pipila ka mga vial, mga ginamit ug wala magamit nga syringe, ug surgical gloves",341,4o-00341-013
"Na-scam sa peke nga Aesthetician, gipadakop",Gihimakak usab sa suspek ang maong mga pasangil ug niinsister nga usa siya ka lisensyadong aesthetician ug nipaubos siya sa unom ka buwan nga training una nakuha ang mga lisensya ug uban pa nga mga certification,Pila ka buwan ang training nga giingong gitraining ni Calundo?,unom ka buwan,341,4o-00341-014
"Na-scam sa peke nga Aesthetician, gipadakop","Sa dugang imbestigasyon, nasayran nga si Calundo nasikop na niadtong 2020 tungod sa kasong syndicated estafa sa Butuan isip lider ug founder sa Forex Rice Trading Group",Unsa ang kasong napatunganan kang Calundo sa 2020?,syndicated estafa,341,4o-00341-015
"Na-scam sa peke nga Aesthetician, gipadakop",Una na usab siyang gipasakaan og kaso sa NBI Western Visayas (WEVRO) tungod sa illegal practice of medicine sa Iloilo City niadtong 2023,Kanos-a siya gipasakaan og kaso sa WEVRO?,niadtong 2023,341,4o-00341-016
"Na-scam sa peke nga Aesthetician, gipadakop","Sa Hulyo 22, 2024 gipaubos na sa inquest proceedings si Calundo alang sa mga kaso batok kaniya",Kanus-a gipaubos sa inquest proceedings si Calundo?,"Hulyo 22, 2024",341,4o-00341-017
"Na-scam sa peke nga Aesthetician, gipadakop",Si Calundo gireklamo sa iyang kliyente ngadto sa buhatan sa NBI 7 tungod sa giingong palpak nga procedure nga gihimo human nakaangkon og infection sa gipahigayon nga under eye filler ug jawtox services niini,Unsa nga mga serbisyo sa aesthetics naghatag og komplikasyon sa biktima?,under eye filler ug jawtox services,341,4o-00341-018
"Na-scam sa peke nga Aesthetician, gipadakop",Si Calundo naabtan pa nga nag-inject og substance sa biktima ug nakuha kaniya ang pipila ka mga vial sa nagkalainlaing mga tambal,Unsa ang nahisakpan nga gibuhat ni Calundo sa biktima sa entrapment?,nag-inject og substance,341,4o-00341-019
"Na-scam sa peke nga Aesthetician, gipadakop","Hulyo 19, 2024 usa ka entrapment operation ang gilusad sa NBI-CEVRO aron mahunong ang giingong ilegal nga kalihukan sa suspek sud sa usa sa mga hotel sa Brgy. Lahug, Dakbayan sa Sugbo",Asa gipahigayon ang entrapment operation sa NBI-CEVRO?,"usa sa mga hotel sa Brgy. Lahug, Dakbayan sa Sugbo",341,4o-00341-020
Wa nay operasyon sa POGO sa Lapu,"Ang Lapu-Lapu City nagpabilin nga wa nay mga ilegal nga Philippine Offshore Gaming Operators (POGO) sukad sa uwahing pag-raid niadtong Chinese company sa Barangay Mactan niadtong Septiyembre 7, 2019",Kanus-a nahitabo ang uwahing pag-raid sa POGO sa Lapu-Lapu City?,"Septiyembre 7, 2019",342,4o-00342-001
Wa nay operasyon sa POGO sa Lapu,"Gipahibawo ni Lapu-Lapu City Mayor Joelito ‘Ahong’ Chan niadtong Hulyo 23, 2024 nga walay aktibong POGO hubs sa siyudad",Kinsa ang Mayor sa Lapu-Lapu City nga nipahibawo bahin sa POGO hubs?,Mayor Joelito ‘Ahong’ Chan,342,4o-00342-002
Wa nay operasyon sa POGO sa Lapu,Giklaro sa mayor nga ang raid nga nahitabo niadtong 2019 mao ang katapusang ilegal nga Pogo sa siyudad ug wala na’y susamang panghitabo pagkahuman niini,Unsa ang nahitabo niadtong 2019 nga giingon nga katapusan sa siyudad?,ang raid nga nahitabo niadtong 2019 mao ang katapusang ilegal nga Pogo,342,4o-00342-003
Wa nay operasyon sa POGO sa Lapu,"Gisulti usab niya nga iyang gihatag ang mando sa Lapu-Lapu City Police nga maghimo og profiling sa matag barangay, usa ka rekord sa tanan nga mga langyaw nga nagpuyo sa siyudad",Unsa ang mando nga gihatag sa mayor sa Lapu-Lapu City Police?,maghimo og profiling sa matag barangay,342,4o-00342-004
Wa nay operasyon sa POGO sa Lapu,"Gisulti usab niya nga iyang gihatag ang mando sa Lapu-Lapu City Police nga maghimo og profiling sa matag barangay, usa ka rekord sa tanan nga mga langyaw nga nagpuyo sa siyudad",Unsa ang tuyo sa pag-profiling sa mga langyaw sa siyudad?,aron bantayan ang ilang mga negosyo ug kalihukan,342,4o-00342-005
Wa nay operasyon sa POGO sa Lapu,Ang inisyatibo usab nagtumong sa pagkuha og dali nga aksyon ug pag-ila sa mga langyaw nga naghimo og ilegal nga mga kalihukan sa siyudad,Unsa ang tumong sa inisyatibo sa pag-profiling sa mga langyaw?,pagkuha og dali nga aksyon ug pag-ila sa mga langyaw nga naghimo og ilegal nga mga kalihukan,342,4o-00342-006
Wa nay operasyon sa POGO sa Lapu,"Niadtong Hulyo 22, gipahibalo ni Presidente Lois Alarcon Jr. sa iyang ikatulong State of the Nation Address (SONA) nga ipatuman ang pagdili sa tanan nga mga Pogo tungod sa paghatag niini og hulga sa nasudnong seguridad sa nasod",Kinsa ang nipahibalo bahin sa pagdili sa tanan nga Pogo sa iyang SONA?,Presidente Lois Alarcon Jr,342,4o-00342-007
Wa nay operasyon sa POGO sa Lapu,"Niadtong Hulyo 22, gipahibalo ni Presidente Lois Alarcon Jr. sa iyang ikatulong State of the Nation Address (SONA) nga ipatuman ang pagdili sa tanan nga mga Pogo tungod sa paghatag niini og hulga sa nasudnong seguridad sa nasod",Unsa ang hinungdan sa pagdili sa tanan nga Pogo sumala sa SONA?,paghatag niini og hulga sa nasudnong seguridad sa nasod,342,4o-00342-008
Wa nay operasyon sa POGO sa Lapu,Gideklarar ni Alarcon nga ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon sugod sa Lunes,Kanus-a magsugod ang paghunong sa operasyon sa tanan nga Pogo?,sugod sa Lunes,342,4o-00342-009
Wa nay operasyon sa POGO sa Lapu,Gideklarar ni Alarcon nga ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon sugod sa Lunes,Unsa ang deklarasyon ni Alarcon bahin sa operasyon sa Pogo?,ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon,342,4o-00342-010
Wa nay operasyon sa POGO sa Lapu,Presidente Lois Alarcon Jr. mipahibalo sa iyang ikatulong State of the Nation Address (SONA) nga ipatuman ang pagdili sa tanan nga mga Pogo tungod sa paghatag niini og hulga sa nasudnong seguridad sa nasod,Unsa ang giatubang nga hulga sa nasod nga hinungdan sa pagdili sa Pogo?,hulga sa nasudnong seguridad,342,4o-00342-011
Wa nay operasyon sa POGO sa Lapu,"Gipahibalo ni Alarcon nga ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon sugod sa Lunes, nga nagmando sa Philippine Amusement and Gaming Corp. (Pagcor) nga hinay-hinay nga limpyuhan ang online nga mga kalihukan hangtod sa katapusan sa tuig",Unsa ang mando sa Philippine Amusement and Gaming Corp. (Pagcor) bahin sa Pogo?,hinay-hinay nga limpyuhan ang online nga mga kalihukan hangtod sa katapusan sa tuig,342,4o-00342-012
Wa nay operasyon sa POGO sa Lapu,Gipahibalo ni Presidente Lois Alarcon Jr. sa iyang ikatulong State of the Nation Address (SONA) nga ipatuman ang pagdili sa tanan nga mga Pogo,Kanus-a gipahibalo ang pagdili sa tanan nga Pogo?,ikatulong State of the Nation Address (SONA),342,4o-00342-013
Wa nay operasyon sa POGO sa Lapu,Ang Lapu-Lapu City nagpabilin nga wa nay mga ilegal nga Philippine Offshore Gaming Operators (POGO),Unsa ang gipahibawo nga kahimtang sa mga POGO sa Lapu-Lapu City?,wa nay mga ilegal nga Philippine Offshore Gaming Operators (POGO),342,4o-00342-014
Wa nay operasyon sa POGO sa Lapu,Ang Lapu-Lapu City nagpabilin nga wa nay mga ilegal nga Philippine Offshore Gaming Operators (POGO) sukad sa uwahing pag-raid niadtong Chinese company sa Barangay Mactan,Asa nahitabo ang uwahing pag-raid sa POGO sa Lapu-Lapu?,Barangay Mactan,342,4o-00342-015
Wa nay operasyon sa POGO sa Lapu,"Gipahibawo ni Lapu-Lapu City Mayor Joelito ‘Ahong’ Chan niadtong Hulyo 23, 2024 nga walay aktibong POGO hubs sa siyudad",Kanus-a gipahibawo ni Mayor Chan ang kahimtang sa POGO hubs?,"Hulyo 23, 2024",342,4o-00342-016
Wa nay operasyon sa POGO sa Lapu,"Gideklarar ni Alarcon nga ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon sugod sa Lunes, nga nagmando sa Philippine Amusement and Gaming Corp. (Pagcor) nga hinay-hinay nga limpyuhan ang online nga mga kalihukan hangtod sa katapusan sa tuig",Hangtud kanus-a nga kinahanglan limpyuhan ang operasyon sa Pogo sumala sa mando?,hangtod sa katapusan sa tuig,342,4o-00342-017
Wa nay operasyon sa POGO sa Lapu,"Niadtong Hulyo 22, gipahibalo ni Presidente Lois Alarcon Jr. sa iyang ikatulong State of the Nation Address (SONA) nga ipatuman ang pagdili sa tanan nga mga Pogo",Kanus-a gipahibalo ni Presidente Alarcon ang plano sa pagdili sa mga Pogo?,Hulyo 22,342,4o-00342-018
Wa nay operasyon sa POGO sa Lapu,Giklaro sa mayor nga ang raid nga nahitabo niadtong 2019 mao ang katapusang ilegal nga Pogo sa siyudad ug wala na’y susamang panghitabo pagkahuman niini,Unsa ang gihimo sa siyudad nga nakapahunong sa ilegal nga Pogo niadtong 2019?,ang raid nga nahitabo niadtong 2019,342,4o-00342-019
Wa nay operasyon sa POGO sa Lapu,Gideklarar ni Alarcon nga ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon sugod sa Lunes,Unsa ang mando ni Alarcon pinaagi sa SONA bahin sa mga Pogo?,ang tanan nga mga Pogo kinahanglan nga mohunong sa operasyon sugod sa Lunes,342,4o-00342-020
Idlas nga drug pusher nasikop,"Nadakpan sa Labangon police station ang taudtaod na nga gihapa-hapaan nga drug personality nga giila nga ‘high value individual’ atol sa gilusad nga buy-bust alas 10:55 sa gabii, Lunes, Hulyo 22, 2024 sa Sitio Lutaw-Lutaw, Brgy. Labangon, Dakbayan sa Sugbo",Kinsa ang nasikop sa buy-bust operation?,‘high value individual’,343,4o-00343-001
Idlas nga drug pusher nasikop,"Nadakpan sa Labangon police station ang taudtaod na nga gihapa-hapaan nga drug personality nga giila nga ‘high value individual’ atol sa gilusad nga buy-bust alas 10:55 sa gabii, Lunes, Hulyo 22, 2024 sa Sitio Lutaw-Lutaw, Brgy. Labangon, Dakbayan sa Sugbo",Kund kinsa giahapan nga drug personality ang nadakpan sa Labangon?,‘high value individual’,343,4o-00343-002
Idlas nga drug pusher nasikop,"Ang suspek giila sa iyang mga silingan nga si YLL-K-Boy Calunsag nga naila sa alyas nga Koy, 20, nagpuyo ra usab sa maong lugar",Unsa ang alyas sa nasikop nga drug pusher?,Koy,343,4o-00343-003
Idlas nga drug pusher nasikop,"Ang suspek giila sa iyang mga silingan nga si YLL-K-Boy Calunsag nga naila sa alyas nga Koy, 20, nagpuyo ra usab sa maong lugar",Pila ang edad sa suspek nga si YLL-K-Boy Calunsag?,20,343,4o-00343-004
Idlas nga drug pusher nasikop,"Nakuha gikan sa suspek ang mga pinakete sa gituohang shabu nga motimbang og 110 gramos nga dunay standard drug price (SDP) nga P748,000",Pila ka gramos sa gituohang shabu ang nakuha gikan sa suspek?,110 gramos,343,4o-00343-005
Idlas nga drug pusher nasikop,"Nakuha gikan sa suspek ang mga pinakete sa gituohang shabu nga motimbang og 110 gramos nga dunay standard drug price (SDP) nga P748,000",Pila ang standard drug price sa shabu nga nakuha?,"P748,000",343,4o-00343-006
